george1,//,,,,,,,,
Datum,Typ,Uppgift,#M,,,#O,,,SL
2021-02-15 00:01:50-08:00,create,3b - uppgift 1,3,,,9,,,0m 52.2s
2021-02-15 00:01:32-08:00,create,3a - uppgift 12,1,,,3,,,0m 14.4s
2021-02-15 00:01:16-08:00,create,3a - uppgift 11,1,,,3,,,0m 16.0s
2021-02-15 00:00:56-08:00,create,3a - uppgift 10,1,,,3,,,0m 18.2s
2021-02-15 00:00:34-08:00,create,3a - uppgift 9,1,,,3,,,0m 17.9s
2021-02-15 00:00:16-08:00,create,3a - uppgift 8,1,,,3,,,0m 16.1s
2021-02-14 23:59:50-08:00,create,3a - uppgift 7,1,,,3,,,0m 24.3s
2021-02-14 23:59:31-08:00,create,3a - uppgift 6,1,,,3,,,0m 15.4s
2021-02-14 23:59:11-08:00,create,3a - uppgift 5,1,,,3,,,0m 17.7s
2021-02-14 23:59:09-08:00,create,3a - uppgift 4,0,,,0,,,0m 0.5s
2021-02-14 23:58:51-08:00,create,3a - uppgift 4,1,,,3,,,0m 17.0s
2021-02-14 23:58:17-08:00,create,3a - uppgift 3,2,,,6,,,0m 31.5s
2021-02-14 23:57:45-08:00,create,3a - uppgift 2,1,,,3,,,0m 30.3s
2021-02-14 23:57:14-08:00,create,3a - uppgift 1,1,,,3,,,0m 25.3s
2021-02-11 04:38:50-08:00,create,3b - uppgift 15,1,,,3,,,0m 13.3s
2021-02-11 04:38:35-08:00,create,3b - uppgift 14,1,,,3,,,0m 14.2s
2021-02-11 04:38:22-08:00,create,3b - uppgift 13,1,,,3,,,0m 11.6s
2021-02-11 04:38:11-08:00,create,3b - uppgift 12,1,,,3,,,0m 10.2s
2021-02-11 04:38:00-08:00,create,3b - uppgift 11,1,,,3,,,0m 9.7s
2021-02-11 04:37:50-08:00,create,3b - uppgift 10,1,,,3,,,0m 9.0s
2021-02-11 04:36:59-08:00,create,5 - uppgift 4,2,,,8,,,0m 26.3s
2021-02-11 04:35:54-08:00,create,5 - uppgift 3,5,,,15,,,1m 2.4s
2021-02-11 04:35:27-08:00,create,5 - uppgift 6,1,,,5,,,0m 22.5s
2021-02-11 04:35:06-08:00,create,5 - uppgift 2,1,,,5,,,0m 18.3s
2021-02-11 04:33:57-08:00,create,5 - uppgift 5,4,,,12,,,1m 5.3s
2021-02-11 04:33:28-08:00,create,5 - uppgift 1,1,,,5,,,0m 24.1s
2021-02-11 04:30:08-08:00,create,4 - uppgift 5,9,,,45,,,3m 9.9s
2021-02-11 04:29:37-08:00,create,4 - uppgift 4,1,,,3,,,0m 29.0s
2021-02-11 04:28:08-08:00,create,4 - uppgift 3,5,,,10,,,1m 25.7s
2021-02-11 04:27:53-08:00,create,4 - uppgift 2,1,,,4,,,0m 12.6s
2021-02-11 04:27:35-08:00,create,4 - uppgift 1,1,,,4,,,0m 15.6s
2021-02-11 04:27:13-08:00,create,3b - uppgift 9,1,,,3,,,0m 18.1s
2021-02-11 04:26:57-08:00,create,3b - uppgift 8,1,,,3,,,0m 14.9s
2021-02-11 04:26:34-08:00,create,3b - uppgift 7,1,,,3,,,0m 20.8s
2021-02-11 04:26:16-08:00,create,3b - uppgift 6,1,,,3,,,0m 16.5s
2021-02-11 04:26:03-08:00,create,3b - uppgift 5,1,,,3,,,0m 11.8s
2021-02-11 04:25:48-08:00,create,3b - uppgift 4,1,,,3,,,0m 13.9s
2021-02-11 04:24:49-08:00,create,3b - uppgift 2,3,,,9,,,0m 54.3s
2021-02-11 04:23:58-08:00,create,3b - uppgift 1,3,,,9,,,0m 50.4s
2021-02-11 04:23:38-08:00,create,3a - uppgift 12,1,,,3,,,0m 16.5s
2021-02-11 04:23:20-08:00,create,3a - uppgift 11,1,,,3,,,0m 17.5s
2021-02-11 04:23:06-08:00,create,3a - uppgift 10,1,,,3,,,0m 12.9s
2021-02-11 04:22:50-08:00,create,3a - uppgift 9,1,,,3,,,0m 14.3s
2021-02-11 04:22:11-08:00,create,3a - uppgift 8,2,,,6,,,0m 35.7s
2021-02-11 04:21:47-08:00,create,3a - uppgift 7,1,,,3,,,0m 20.7s
2021-02-11 04:21:30-08:00,create,3a - uppgift 6,1,,,3,,,0m 15.4s
2021-02-11 04:21:08-08:00,create,3a - uppgift 5,1,,,3,,,0m 19.5s
2021-02-11 04:20:09-08:00,create,3a - uppgift 4,1,,,3,,,0m 57.3s
2021-02-11 04:19:50-08:00,create,3a - uppgift 3,1,,,3,,,0m 17.6s
2021-02-11 04:19:29-08:00,create,3a - uppgift 2,1,,,3,,,0m 20.5s
2021-02-11 04:18:45-08:00,create,3a - uppgift 1,1,,,3,,,0m 42.5s
2021-02-09 23:42:27-08:00,create,3b - uppgift 6,0,,,0,,,0m 0.7s
2021-02-09 23:41:32-08:00,create,3b - uppgift 6,4,,,12,,,0m 49.6s
2021-02-09 23:41:16-08:00,create,3b - uppgift 5,1,,,3,,,0m 15.1s
2021-02-09 23:41:03-08:00,create,3b - uppgift 4,1,,,3,,,0m 11.0s
2021-02-09 23:40:15-08:00,create,3b - uppgift 2,3,,,9,,,0m 47.5s
2021-02-09 23:39:26-08:00,create,3b - uppgift 1,3,,,9,,,0m 46.9s
2021-02-09 23:39:09-08:00,create,3a - uppgift 12,1,,,3,,,0m 13.5s
2021-02-09 23:38:41-08:00,create,3a - uppgift 11,1,,,3,,,0m 26.3s
2021-02-09 23:38:27-08:00,create,3a - uppgift 10,1,,,3,,,0m 13.1s
2021-02-09 23:38:06-08:00,create,3a - uppgift 9,1,,,3,,,0m 18.8s
2021-02-09 23:37:45-08:00,create,3a - uppgift 8,1,,,3,,,0m 17.6s
2021-02-09 23:37:29-08:00,create,3a - uppgift 7,1,,,3,,,0m 14.6s
2021-02-09 23:37:13-08:00,create,3a - uppgift 6,1,,,3,,,0m 12.8s
2021-02-09 23:36:59-08:00,create,3a - uppgift 5,1,,,3,,,0m 13.3s
2021-02-09 23:36:41-08:00,create,3a - uppgift 4,1,,,3,,,0m 16.5s
2021-02-09 23:36:24-08:00,create,3a - uppgift 3,1,,,3,,,0m 15.5s
2021-02-09 23:36:07-08:00,create,3a - uppgift 2,1,,,3,,,0m 14.6s
2021-02-09 23:35:45-08:00,create,3a - uppgift 1,1,,,3,,,0m 21.8s
2021-02-09 23:27:17-08:00,create,3b - uppgift 15,1,,,3,,,0m 16.3s
2021-02-09 23:26:12-08:00,create,3b - uppgift 14,1,,,3,,,1m 3.9s
2021-02-09 23:25:59-08:00,create,3b - uppgift 13,1,,,3,,,0m 12.1s
2021-02-09 23:25:31-08:00,create,3b - uppgift 12,1,,,3,,,0m 26.2s
2021-02-09 23:25:17-08:00,create,3b - uppgift 11,1,,,3,,,0m 12.4s
2021-02-09 23:24:48-08:00,create,3b - uppgift 10,1,,,3,,,0m 28.2s
2021-02-09 23:24:14-08:00,create,5 - uppgift 4,2,,,8,,,0m 24.0s
2021-02-09 23:22:56-08:00,create,5 - uppgift 3,6,,,18,,,1m 16.9s
2021-02-09 23:21:24-08:00,create,5 - uppgift 5,6,,,18,,,1m 29.5s
2021-02-09 23:21:05-08:00,create,5 - uppgift 6,1,,,5,,,0m 16.8s
2021-02-09 23:20:44-08:00,create,5 - uppgift 2,1,,,5,,,0m 18.5s
2021-02-09 23:20:25-08:00,create,5 - uppgift 1,1,,,5,,,0m 17.7s
2021-02-09 23:19:47-08:00,create,4 - uppgift 5,1,,,5,,,0m 30.2s
2021-02-09 23:19:26-08:00,create,4 - uppgift 4,1,,,3,,,0m 15.4s
2021-02-09 23:18:38-08:00,create,4 - uppgift 3,3,,,6,,,0m 46.3s
2021-02-09 23:18:04-08:00,create,4 - uppgift 3,2,,,4,,,0m 27.9s
2021-02-09 23:17:05-08:00,create,4 - uppgift 3,4,,,8,,,0m 57.6s
2021-02-09 23:16:47-08:00,create,4 - uppgift 2,1,,,4,,,0m 14.3s
2021-02-09 23:16:31-08:00,create,4 - uppgift 1,1,,,4,,,0m 15.1s
2021-02-09 23:16:12-08:00,create,3a - uppgift 12,1,,,3,,,0m 15.5s
2021-02-09 23:15:59-08:00,create,3a - uppgift 11,1,,,3,,,0m 11.4s
2021-02-09 23:15:32-08:00,create,3a - uppgift 10,1,,,3,,,0m 25.6s
2021-02-09 23:15:15-08:00,create,3a - uppgift 9,1,,,3,,,0m 15.2s
2021-02-09 23:14:53-08:00,create,3a - uppgift 8,1,,,3,,,0m 20.0s
2021-02-09 23:14:28-08:00,create,3a - uppgift 7,1,,,3,,,0m 22.9s
2021-02-09 23:14:05-08:00,create,3a - uppgift 6,1,,,3,,,0m 19.6s
2021-02-09 23:13:47-08:00,create,3a - uppgift 5,1,,,3,,,0m 16.6s
2021-02-09 23:13:26-08:00,create,3a - uppgift 4,1,,,3,,,0m 13.4s
2021-02-09 23:13:09-08:00,create,3a - uppgift 3,1,,,3,,,0m 14.5s
2021-02-09 23:12:52-08:00,create,3a - uppgift 2,1,,,3,,,0m 15.2s
2021-02-09 23:12:37-08:00,create,3a - uppgift 1,1,,,3,,,0m 14.4s
2021-02-09 23:11:56-08:00,create,3b - uppgift 9,2,,,6,,,0m 37.5s
2021-02-09 23:11:41-08:00,create,3b - uppgift 8,1,,,3,,,0m 14.3s
2021-02-09 23:11:27-08:00,create,3b - uppgift 7,1,,,3,,,0m 12.2s
2021-02-09 23:11:08-08:00,create,3b - uppgift 6,1,,,3,,,0m 16.5s
2021-02-09 23:11:07-08:00,create,3b - uppgift 1,0,,,0,,,0m 0.5s
2021-02-09 23:10:46-08:00,create,3b - uppgift 5,1,,,3,,,0m 18.3s
2021-02-09 23:10:35-08:00,create,3b - uppgift 4,1,,,3,,,0m 9.5s
2021-02-09 23:09:41-08:00,create,3b - uppgift 2,3,,,9,,,0m 52.7s
2021-02-09 23:08:48-08:00,create,3b - uppgift 1,3,,,9,,,0m 51.6s
2021-02-09 01:29:55-08:00,create,5 - uppgift 4,1,,,4,,,0m 15.0s
2021-02-09 01:29:13-08:00,create,5 - uppgift 3,3,,,9,,,0m 40.9s
2021-02-09 01:28:57-08:00,create,5 - uppgift 5,1,,,3,,,0m 13.8s
2021-02-09 01:28:28-08:00,create,5 - uppgift 6,2,,,10,,,0m 27.4s
2021-02-09 01:28:06-08:00,create,5 - uppgift 2,1,,,5,,,0m 19.1s
2021-02-09 01:27:44-08:00,create,5 - uppgift 1,1,,,5,,,0m 18.7s
2021-02-09 01:27:17-08:00,create,4 - uppgift 5,1,,,5,,,0m 23.4s
2021-02-09 01:27:02-08:00,create,4 - uppgift 4,1,,,3,,,0m 11.4s
2021-02-09 01:26:48-08:00,create,4 - uppgift 3,1,,,2,,,0m 11.8s
2021-02-09 01:24:24-08:00,create,4 - uppgift 3,10,,,20,,,2m 19.5s
2021-02-09 01:23:34-08:00,create,4 - uppgift 2,4,,,16,,,0m 48.4s
2021-02-09 01:22:52-08:00,create,4 - uppgift 1,3,,,12,,,0m 39.1s
2021-02-09 01:22:36-08:00,create,3b - uppgift 9,1,,,3,,,0m 12.2s
2021-02-09 01:22:24-08:00,create,3b - uppgift 8,1,,,3,,,0m 10.8s
2021-02-09 01:22:11-08:00,create,3b - uppgift 7,1,,,3,,,0m 11.1s
2021-02-09 01:21:16-08:00,create,3b - uppgift 6,5,,,15,,,0m 53.0s
2021-02-09 01:21:04-08:00,create,3b - uppgift 5,1,,,3,,,0m 10.9s
2021-02-09 01:18:44-08:00,create,3b - uppgift 4,13,,,39,,,2m 18.2s
2021-02-09 01:18:43-08:00,create,3b - uppgift 5,0,,,0,,,0m 0.6s
2021-02-09 01:17:39-08:00,create,3b - uppgift 2,3,,,9,,,0m 59.6s
2021-02-09 01:16:50-08:00,create,3b - uppgift 1,3,,,9,,,0m 47.7s
2021-02-09 01:16:30-08:00,create,3a - uppgift 12,1,,,3,,,0m 15.6s
2021-02-09 01:16:17-08:00,create,3a - uppgift 11,1,,,3,,,0m 12.4s
2021-02-09 01:15:48-08:00,create,3a - uppgift 10,1,,,3,,,0m 24.1s
2021-02-09 01:15:31-08:00,create,3a - uppgift 9,1,,,3,,,0m 14.0s
2021-02-09 01:15:10-08:00,create,3a - uppgift 8,1,,,3,,,0m 18.0s
2021-02-09 01:14:46-08:00,create,3a - uppgift 7,1,,,3,,,0m 21.0s
2021-02-09 01:14:33-08:00,create,3a - uppgift 6,1,,,3,,,0m 11.5s
2021-02-09 01:14:18-08:00,create,3a - uppgift 5,1,,,3,,,0m 13.2s
2021-02-09 01:14:03-08:00,create,3a - uppgift 5,1,,,3,,,0m 13.1s
2021-02-09 01:13:52-08:00,create,3a - uppgift 4,1,,,3,,,0m 10.2s
2021-02-09 01:13:33-08:00,create,3a - uppgift 3,1,,,3,,,0m 17.4s
2021-02-09 01:13:16-08:00,create,3a - uppgift 2,1,,,3,,,0m 15.9s
2021-02-09 01:12:55-08:00,create,3a - uppgift 1,1,,,3,,,0m 16.6s
2021-02-08 04:04:50-08:00,create,3b - uppgift 15,1,,,3,,,0m 14.2s
2021-02-08 04:04:30-08:00,create,3b - uppgift 14,1,,,3,,,0m 18.9s
2021-02-08 04:03:51-08:00,create,3b - uppgift 13,1,,,3,,,0m 37.5s
2021-02-08 04:03:36-08:00,create,3b - uppgift 12,1,,,3,,,0m 13.4s
2021-02-08 04:03:22-08:00,create,3b - uppgift 11,1,,,3,,,0m 11.9s
2021-02-08 04:03:06-08:00,create,3b - uppgift 10,1,,,3,,,0m 13.0s
2021-02-08 04:02:21-08:00,create,3b - uppgift 10,0,,,0,,,0m 1.1s
2021-02-08 04:02:16-08:00,create,4 - uppgift 5,0,,,0,,,0m 1.0s
2021-02-08 04:01:50-08:00,create,3a - uppgift 12,1,,,3,,,0m 12.4s
2021-02-08 04:01:38-08:00,create,3a - uppgift 11,1,,,3,,,0m 10.0s
2021-02-08 04:01:24-08:00,create,3a - uppgift 10,1,,,3,,,0m 13.6s
2021-02-08 04:01:08-08:00,create,3a - uppgift 9,1,,,3,,,0m 12.9s
2021-02-08 04:00:54-08:00,create,3a - uppgift 8,1,,,3,,,0m 12.6s
2021-02-08 04:00:39-08:00,create,3a - uppgift 6,1,,,3,,,0m 13.8s
2021-02-08 04:00:26-08:00,create,3a - uppgift 5,1,,,3,,,0m 11.6s
2021-02-08 04:00:13-08:00,create,3a - uppgift 4,1,,,3,,,0m 11.4s
2021-02-08 03:59:57-08:00,create,3a - uppgift 3,1,,,3,,,0m 12.8s
2021-02-08 03:59:55-08:00,create,3a - uppgift 2,0,,,0,,,0m 0.5s
2021-02-08 03:59:41-08:00,create,3a - uppgift 2,1,,,3,,,0m 13.4s
2021-02-08 03:59:28-08:00,create,3a - uppgift 1,1,,,3,,,0m 11.8s
2021-02-08 03:59:08-08:00,create,3b - uppgift 9,1,,,3,,,0m 16.3s
2021-02-08 03:58:52-08:00,create,3b - uppgift 8,1,,,3,,,0m 15.0s
2021-02-08 03:58:33-08:00,create,3b - uppgift 7,1,,,3,,,0m 15.9s
2021-02-08 03:58:16-08:00,create,3b - uppgift 6,1,,,3,,,0m 15.6s
2021-02-08 03:57:51-08:00,create,3b - uppgift 5,1,,,3,,,0m 22.4s
2021-02-08 03:56:49-08:00,create,3b - uppgift 2,3,,,9,,,0m 56.2s
2021-02-08 03:55:39-08:00,create,3b - uppgift 1,5,,,15,,,1m 7.9s
2021-02-08 03:54:47-08:00,create,4 - uppgift 5,1,,,5,,,0m 49.5s
2021-02-08 03:54:33-08:00,create,4 - uppgift 4,1,,,3,,,0m 12.2s
2021-02-08 03:54:22-08:00,create,4 - uppgift 4,1,,,3,,,0m 5.7s
2021-02-08 03:54:02-08:00,create,4 - uppgift 3,1,,,2,,,0m 18.1s
2021-02-08 03:53:45-08:00,create,4 - uppgift 2,1,,,4,,,0m 14.3s
2021-02-08 03:53:30-08:00,create,4 - uppgift 1,1,,,4,,,0m 13.8s
2021-02-08 03:52:53-08:00,create,5 - uppgift 4,2,,,8,,,0m 32.4s
2021-02-08 03:52:35-08:00,create,5 - uppgift 3,1,,,3,,,0m 15.8s
2021-02-08 03:52:30-08:00,create,5 - uppgift 6,0,,,0,,,0m 3.7s
2021-02-08 03:52:16-08:00,create,5 - uppgift 5,1,,,3,,,0m 12.4s
2021-02-08 03:51:27-08:00,create,5 - uppgift 6,1,,,5,,,0m 41.6s
