332,//,,,,,,,,
Datum,Typ,Uppgift,#M,,,#O,,,SL
2021-02-17 09:40:18,create,5 - uppgift 6,0,,,0,,,0m 36.4s
2021-02-17 09:39:14,create,5 - uppgift 6,1,,,5,,,1m 2.4s
2021-02-17 09:38:30,create,5 - uppgift 6,0,,,0,,,0m 42.8s
2021-02-17 09:34:57,create,5 - uppgift 6,2,,,10,,,1m 24.2s
2021-02-17 09:34:54,create,5 - uppgift 1,0,,,0,,,0m 0.5s
2021-02-17 09:33:44,create,5 - uppgift 6,3,,,15,,,1m 8.5s
2021-02-17 09:33:40,create,5 - uppgift 6,0,,,0,,,0m 2.4s
2021-02-17 09:32:27,create,5 - uppgift 6,3,,,15,,,1m 10.8s
2021-02-17 09:32:03,create,5 - uppgift 6,1,,,5,,,0m 22.9s
2021-02-17 09:30:49,create,3b - uppgift 4,4,,,12,,,1m 2.5s
2021-02-17 09:28:19,create,5 - uppgift 6,6,,,30,,,2m 18.5s
2021-02-10 10:28:09,create,3b - uppgift 14,8,,,24,,,1m 53.2s
2021-02-10 10:28:05,create,3b - uppgift 14,0,,,0,,,0m 2.0s
2021-02-10 10:28:03,create,3b - uppgift 10,0,,,0,,,0m 0.8s
2021-02-10 10:26:50,create,3b - uppgift 15,4,,,12,,,1m 9.7s
2021-02-10 10:26:48,create,3b - uppgift 14,0,,,0,,,0m 0.7s
2021-02-10 10:26:44,create,3b - uppgift 12,0,,,0,,,0m 1.9s
2021-02-10 10:26:42,create,3b - uppgift 13,0,,,0,,,0m 1.3s
2021-02-10 10:26:38,create,3b - uppgift 11,0,,,0,,,0m 1.9s
2021-02-10 10:26:17,create,3b - uppgift 6,1,,,3,,,0m 17.5s
2021-02-10 10:24:23,create,3b - uppgift 9,6,,,18,,,1m 44.0s
2021-02-10 10:23:15,create,3b - uppgift 8,4,,,12,,,1m 4.7s
2021-02-10 10:22:12,create,3b - uppgift 7,3,,,9,,,0m 58.4s
2021-02-10 10:20:46,create,3b - uppgift 5,4,,,12,,,1m 24.4s
2021-02-10 10:19:26,create,3b - uppgift 4,5,,,15,,,1m 18.0s
2021-02-10 10:18:32,create,5 - uppgift 5,3,,,9,,,0m 46.6s
2021-02-10 10:13:53,create,5 - uppgift 6,12,,,60,,,4m 34.4s
2021-02-10 10:13:49,create,6 - uppgift 5,0,,,0,,,0m 1.3s
2021-02-10 10:12:26,create,6 - uppgift 6,3,,,18,,,1m 20.5s
2021-02-10 10:12:23,create,6 - uppgift 2,0,,,0,,,0m 1.3s
2021-02-10 10:10:56,create,6 - uppgift 1,4,,,16,,,1m 25.3s
2021-02-09 13:42:44,create,3b - uppgift 4,5,,,15,,,1m 32.5s
2021-02-09 13:42:02,create,6 - uppgift 6,1,,,6,,,0m 38.1s
2021-02-09 13:41:59,create,6 - uppgift 4,0,,,0,,,0m 0.9s
2021-02-09 13:39:37,create,6 - uppgift 5,5,,,25,,,2m 20.6s
2021-02-09 13:39:06,create,6 - uppgift 3,1,,,5,,,0m 22.7s
2021-02-09 13:38:27,create,6 - uppgift 2,1,,,6,,,0m 36.8s
2021-02-09 13:37:55,create,5 - uppgift 1,0,,,0,,,0m 2.4s
2021-02-09 13:36:18,create,5 - uppgift 5,6,,,18,,,1m 35.9s
2021-02-09 13:35:49,create,5 - uppgift 3,2,,,6,,,0m 22.4s
2021-02-09 13:34:16,create,5 - uppgift 2,4,,,20,,,1m 30.8s
2021-02-09 13:33:51,create,3b - uppgift 4,1,,,3,,,0m 15.7s
2021-02-09 13:33:34,create,5 - uppgift 1,0,,,0,,,0m 10.8s
2021-02-09 13:33:15,create,5 - uppgift 1,1,,,5,,,0m 17.6s
2021-02-09 13:33:00,create,2 - uppgift 6,1,,,2,,,0m 10.7s
2021-02-09 13:32:29,create,3a - uppgift 12,1,,,3,,,0m 23.9s
2021-02-09 13:32:00,create,3a - uppgift 10,2,,,6,,,0m 26.9s
2021-02-09 13:31:42,create,3a - uppgift 11,1,,,3,,,0m 17.0s
2021-02-09 13:31:08,create,3a - uppgift 12,2,,,6,,,0m 32.3s
2021-02-09 13:30:12,create,5 - uppgift 4,3,,,12,,,0m 50.5s
2021-02-09 13:29:37,create,5 - uppgift 3,2,,,6,,,0m 33.0s
2021-02-09 13:26:29,create,5 - uppgift 6,8,,,40,,,3m 4.1s
2021-02-09 13:26:27,create,5 - uppgift 5,0,,,0,,,0m 0.7s
2021-02-09 13:24:47,create,5 - uppgift 5,4,,,12,,,1m 38.8s
2021-02-09 13:24:30,create,6 - uppgift 1,0,,,0,,,0m 1.7s
2021-02-09 13:24:26,create,6 - uppgift 1,0,,,0,,,0m 3.6s
